date,value
2022-07-06T00:00:00+00:00,9994.165637535245
2022-07-07T00:00:00+00:00,9994.165637535245
2022-07-08T00:00:00+00:00,9994.165637535245
2022-07-11T00:00:00+00:00,9994.165637535245
2022-07-12T00:00:00+00:00,9994.165637535245
2022-07-13T00:00:00+00:00,9994.165637535245
2022-07-14T00:00:00+00:00,9994.165637535245
2022-07-15T00:00:00+00:00,10002.302570162745
2022-07-18T00:00:00+00:00,10003.520370160753
2022-07-19T00:00:00+00:00,10000.620814496713
2022-07-20T00:00:00+00:00,9994.470128327017
2022-07-21T00:00:00+00:00,9994.18470528184
2022-07-22T00:00:00+00:00,9991.593722745438
2022-07-25T00:00:00+00:00,9991.311194629607
2022-07-26T00:00:00+00:00,9991.311194629607
2022-07-27T00:00:00+00:00,9991.311194629607
2022-07-28T00:00:00+00:00,9991.311194629607
2022-07-29T00:00:00+00:00,9991.311194629607
2022-08-01T00:00:00+00:00,9990.575083904412
2022-08-02T00:00:00+00:00,9990.29078289372
2022-08-03T00:00:00+00:00,9990.29078289372
2022-08-04T00:00:00+00:00,9990.29078289372
2022-08-05T00:00:00+00:00,9990.29078289372
2022-08-08T00:00:00+00:00,9990.29078289372
2022-08-09T00:00:00+00:00,9990.29078289372
2022-08-10T00:00:00+00:00,9990.29078289372
2022-08-11T00:00:00+00:00,9990.29078289372
2022-08-12T00:00:00+00:00,9990.29078289372
2022-08-15T00:00:00+00:00,9990.29078289372
2022-08-16T00:00:00+00:00,9990.29078289372
2022-08-17T00:00:00+00:00,9990.29078289372
2022-08-18T00:00:00+00:00,9990.29078289372
2022-08-19T00:00:00+00:00,9990.29078289372
2022-08-22T00:00:00+00:00,9990.29078289372
2022-08-23T00:00:00+00:00,9990.29078289372
2022-08-24T00:00:00+00:00,9991.104216979244
2022-08-25T00:00:00+00:00,9990.656862731843
2022-08-26T00:00:00+00:00,9990.54056074907
2022-08-29T00:00:00+00:00,9988.678829694703
2022-08-30T00:00:00+00:00,9988.3954336373
2022-08-31T00:00:00+00:00,9986.818508221222
2022-09-01T00:00:00+00:00,9986.535131207509
2022-09-02T00:00:00+00:00,9986.535131207509
2022-09-05T00:00:00+00:00,9986.535131207509
2022-09-06T00:00:00+00:00,9986.535131207509
2022-09-07T00:00:00+00:00,9986.535131207509
2022-09-08T00:00:00+00:00,9986.535131207509
2022-09-09T00:00:00+00:00,9986.535131207509
2022-09-12T00:00:00+00:00,9986.535131207509
2022-09-13T00:00:00+00:00,9986.875598618914
2022-09-14T00:00:00+00:00,9985.705869314339
2022-09-15T00:00:00+00:00,9988.865969099472
2022-09-16T00:00:00+00:00,9990.100137427024
2022-09-19T00:00:00+00:00,9994.564462190954
2022-09-20T00:00:00+00:00,9995.101703246582
2022-09-21T00:00:00+00:00,9991.53019595535
2022-09-22T00:00:00+00:00,9987.590966999032
2022-09-23T00:00:00+00:00,9992.351091080316
2022-09-26T00:00:00+00:00,9997.405512906898
2022-09-27T00:00:00+00:00,9996.875022995366
2022-09-28T00:00:00+00:00,9995.745862620324
2022-09-29T00:00:00+00:00,10000.075701824931
2022-09-30T00:00:00+00:00,9996.79003922006
2022-10-03T00:00:00+00:00,9994.16097974017
2022-10-04T00:00:00+00:00,9996.048948880216
2022-10-05T00:00:00+00:00,9994.889462650699
2022-10-06T00:00:00+00:00,9994.87444289491
2022-10-07T00:00:00+00:00,9994.39555410789
2022-10-10T00:00:00+00:00,9995.385511695313
2022-10-11T00:00:00+00:00,9999.549240354638
2022-10-12T00:00:00+00:00,9999.819228624721
2022-10-13T00:00:00+00:00,10001.745552807464
2022-10-14T00:00:00+00:00,9995.655397535265
2022-10-17T00:00:00+00:00,9995.361376401448
2022-10-18T00:00:00+00:00,9995.361376401448
2022-10-19T00:00:00+00:00,9995.361376401448
2022-10-20T00:00:00+00:00,9995.361376401448
2022-10-21T00:00:00+00:00,9995.361376401448
2022-10-24T00:00:00+00:00,9995.361376401448
2022-10-25T00:00:00+00:00,9995.361376401448
2022-10-26T00:00:00+00:00,9995.361376401448
2022-10-27T00:00:00+00:00,9995.361376401448
2022-10-28T00:00:00+00:00,9995.361376401448
2022-10-31T00:00:00+00:00,9995.361376401448
2022-11-01T00:00:00+00:00,9995.361376401448
2022-11-02T00:00:00+00:00,9995.361376401448
2022-11-03T00:00:00+00:00,9995.361376401448
2022-11-04T00:00:00+00:00,9995.361376401448
2022-11-07T00:00:00+00:00,9995.361376401448
2022-11-08T00:00:00+00:00,9995.361376401448
2022-11-09T00:00:00+00:00,9995.361376401448
2022-11-10T00:00:00+00:00,9995.361376401448
2022-11-11T00:00:00+00:00,9995.361376401448
2022-11-14T00:00:00+00:00,9995.361376401448
2022-11-15T00:00:00+00:00,9995.361376401448
2022-11-16T00:00:00+00:00,10000.473522901339
2022-11-17T00:00:00+00:00,9998.007393684353
2022-11-18T00:00:00+00:00,9997.181495466339
2022-11-21T00:00:00+00:00,9993.012395765332
2022-11-22T00:00:00+00:00,9991.346778855293
2022-11-23T00:00:00+00:00,9992.235466302938
2022-11-24T00:00:00+00:00,9995.656883345446
2022-11-25T00:00:00+00:00,9993.583295127522
2022-11-28T00:00:00+00:00,9991.735660070708
2022-11-29T00:00:00+00:00,9991.45413312001
2022-11-30T00:00:00+00:00,9991.45413312001
2022-12-01T00:00:00+00:00,9991.45413312001
2022-12-02T00:00:00+00:00,9991.45413312001
2022-12-05T00:00:00+00:00,9991.45413312001
2022-12-06T00:00:00+00:00,9991.45413312001
2022-12-07T00:00:00+00:00,9991.45413312001
2022-12-08T00:00:00+00:00,9991.45413312001
2022-12-09T00:00:00+00:00,9991.45413312001
2022-12-12T00:00:00+00:00,9991.45413312001
2022-12-13T00:00:00+00:00,9991.45413312001
2022-12-14T00:00:00+00:00,9991.45413312001
2022-12-15T00:00:00+00:00,9991.45413312001
2022-12-16T00:00:00+00:00,9991.45413312001
2022-12-19T00:00:00+00:00,9991.45413312001
2022-12-20T00:00:00+00:00,9991.45413312001
2022-12-21T00:00:00+00:00,9991.45413312001
2022-12-22T00:00:00+00:00,9988.373058093279
2022-12-23T00:00:00+00:00,9987.682319834463
2022-12-26T00:00:00+00:00,9989.877252426864
2022-12-27T00:00:00+00:00,9991.112342046954
2022-12-28T00:00:00+00:00,9990.043439569525
2022-12-29T00:00:00+00:00,9989.664130676354
2022-12-30T00:00:00+00:00,9985.796371601116
2023-01-02T00:00:00+00:00,9985.131745404187
2023-01-03T00:00:00+00:00,9984.853026592666
2023-01-04T00:00:00+00:00,9984.853026592666
2023-01-05T00:00:00+00:00,9984.853026592666
2023-01-06T00:00:00+00:00,9984.853026592666
2023-01-09T00:00:00+00:00,9984.853026592666
2023-01-10T00:00:00+00:00,9985.011104806495
2023-01-11T00:00:00+00:00,9986.01541444134
2023-01-12T00:00:00+00:00,9986.1674872647
2023-01-13T00:00:00+00:00,9986.167728770266
2023-01-16T00:00:00+00:00,9984.110295309601
2023-01-17T00:00:00+00:00,9983.826185161317
2023-01-18T00:00:00+00:00,9983.264962365687
2023-01-19T00:00:00+00:00,9989.27776152216
2023-01-20T00:00:00+00:00,9993.88093719706
2023-01-23T00:00:00+00:00,9995.020912960277
2023-01-24T00:00:00+00:00,9992.770719928294
2023-01-25T00:00:00+00:00,9989.520918752334
2023-01-26T00:00:00+00:00,9993.002098992387
2023-01-27T00:00:00+00:00,9993.775596132225
2023-01-30T00:00:00+00:00,9995.194332487821
2023-01-31T00:00:00+00:00,9990.071826211111
2023-02-01T00:00:00+00:00,9992.783871058742
2023-02-02T00:00:00+00:00,9994.121910764794
2023-02-03T00:00:00+00:00,9990.862943156142
2023-02-06T00:00:00+00:00,9989.489988688549
2023-02-07T00:00:00+00:00,9990.257064920865
2023-02-08T00:00:00+00:00,9990.40991690853
2023-02-09T00:00:00+00:00,9989.559751269022
2023-02-10T00:00:00+00:00,9989.269194117589
2023-02-13T00:00:00+00:00,9989.269194117589
2023-02-14T00:00:00+00:00,9989.269194117589
2023-02-15T00:00:00+00:00,9989.269194117589
2023-02-16T00:00:00+00:00,9981.77035027554
2023-02-17T00:00:00+00:00,9981.492870253182
2023-02-20T00:00:00+00:00,9981.492870253182
2023-02-21T00:00:00+00:00,9981.492870253182
2023-02-22T00:00:00+00:00,9981.492870253182
2023-02-23T00:00:00+00:00,9981.492870253182
2023-02-24T00:00:00+00:00,9981.492870253182
2023-02-27T00:00:00+00:00,9981.492870253182
2023-02-28T00:00:00+00:00,9981.492870253182
2023-03-01T00:00:00+00:00,9981.492870253182
2023-03-02T00:00:00+00:00,9981.492870253182
2023-03-03T00:00:00+00:00,9981.492870253182
2023-03-06T00:00:00+00:00,9981.492870253182
2023-03-07T00:00:00+00:00,9981.492870253182
2023-03-08T00:00:00+00:00,9981.492870253182
2023-03-09T00:00:00+00:00,9981.492870253182
2023-03-10T00:00:00+00:00,9981.492870253182
2023-03-13T00:00:00+00:00,9984.577607106661
2023-03-14T00:00:00+00:00,9985.844260733158
2023-03-15T00:00:00+00:00,9990.930342173186
2023-03-16T00:00:00+00:00,9992.224674800436
2023-03-17T00:00:00+00:00,9994.681444170415
2023-03-20T00:00:00+00:00,9993.799133069368
2023-03-21T00:00:00+00:00,9993.996882043637
2023-03-22T00:00:00+00:00,9991.930925405972
2023-03-23T00:00:00+00:00,9994.866630112852
2023-03-24T00:00:00+00:00,9991.374359520732
2023-03-27T00:00:00+00:00,9993.688505462618
2023-03-28T00:00:00+00:00,9993.122901422774
2023-03-29T00:00:00+00:00,9996.614735220353
2023-03-30T00:00:00+00:00,9998.874907614123
2023-03-31T00:00:00+00:00,10004.426171838893
2023-04-03T00:00:00+00:00,10006.682930699502
2023-04-04T00:00:00+00:00,10001.848536704092
2023-04-05T00:00:00+00:00,10001.64432245162
2023-04-06T00:00:00+00:00,9998.091632789825
2023-04-07T00:00:00+00:00,9996.533806954263
2023-04-10T00:00:00+00:00,10001.098846112945
2023-04-11T00:00:00+00:00,10003.045461688158
2023-04-12T00:00:00+00:00,10000.912034882174
2023-04-13T00:00:00+00:00,9997.844124323752
2023-04-14T00:00:00+00:00,9997.942850098907
2023-04-17T00:00:00+00:00,9994.300685263024
2023-04-18T00:00:00+00:00,9994.00312042867
2023-04-19T00:00:00+00:00,9994.00312042867
2023-04-20T00:00:00+00:00,9994.00312042867
2023-04-21T00:00:00+00:00,9994.00312042867
2023-04-24T00:00:00+00:00,9994.00312042867
2023-04-25T00:00:00+00:00,9994.00312042867
2023-04-26T00:00:00+00:00,9994.00312042867
2023-04-27T00:00:00+00:00,9994.00312042867
2023-04-28T00:00:00+00:00,9994.00312042867
2023-05-01T00:00:00+00:00,9994.00312042867
2023-05-02T00:00:00+00:00,9994.00312042867
2023-05-03T00:00:00+00:00,9994.00312042867
2023-05-04T00:00:00+00:00,9994.00312042867
2023-05-05T00:00:00+00:00,9994.00312042867
2023-05-08T00:00:00+00:00,9994.00312042867
2023-05-09T00:00:00+00:00,9994.00312042867
2023-05-10T00:00:00+00:00,9994.00312042867
2023-05-11T00:00:00+00:00,9994.00312042867
2023-05-12T00:00:00+00:00,9994.00312042867
2023-05-15T00:00:00+00:00,9994.00312042867
2023-05-16T00:00:00+00:00,9994.00312042867
2023-05-17T00:00:00+00:00,9994.00312042867
2023-05-18T00:00:00+00:00,9994.00312042867
2023-05-19T00:00:00+00:00,9994.00312042867
2023-05-22T00:00:00+00:00,9994.00312042867
2023-05-23T00:00:00+00:00,9994.00312042867
2023-05-24T00:00:00+00:00,9994.00312042867
2023-05-25T00:00:00+00:00,9994.00312042867
2023-05-26T00:00:00+00:00,9994.00312042867
2023-05-29T00:00:00+00:00,9994.00312042867
2023-05-30T00:00:00+00:00,9994.00312042867
2023-05-31T00:00:00+00:00,9994.00312042867
2023-06-01T00:00:00+00:00,9994.00312042867
2023-06-02T00:00:00+00:00,9994.00312042867
2023-06-05T00:00:00+00:00,9994.00312042867
2023-06-06T00:00:00+00:00,9994.00312042867
2023-06-07T00:00:00+00:00,9994.00312042867
2023-06-08T00:00:00+00:00,9994.00312042867
2023-06-09T00:00:00+00:00,9994.00312042867
2023-06-12T00:00:00+00:00,9994.00312042867
2023-06-13T00:00:00+00:00,9994.00312042867
2023-06-14T00:00:00+00:00,9994.00312042867
2023-06-15T00:00:00+00:00,9994.00312042867
2023-06-16T00:00:00+00:00,9994.00312042867
2023-06-19T00:00:00+00:00,9994.00312042867
2023-06-20T00:00:00+00:00,9994.00312042867
2023-06-21T00:00:00+00:00,9994.00312042867
2023-06-22T00:00:00+00:00,9994.00312042867
2023-06-23T00:00:00+00:00,9994.00312042867
2023-06-26T00:00:00+00:00,9994.00312042867
2023-06-27T00:00:00+00:00,9994.00312042867
2023-06-28T00:00:00+00:00,9994.00312042867
2023-06-29T00:00:00+00:00,9994.00312042867
2023-06-30T00:00:00+00:00,9994.00312042867
2023-07-03T00:00:00+00:00,9994.00312042867
2023-07-04T00:00:00+00:00,9994.00312042867
2023-07-05T00:00:00+00:00,9994.00312042867
2023-07-06T00:00:00+00:00,9994.00312042867
2023-07-07T00:00:00+00:00,9994.00312042867
2023-07-10T00:00:00+00:00,9994.00312042867
2023-07-11T00:00:00+00:00,9994.00312042867
2023-07-12T00:00:00+00:00,9994.00312042867
2023-07-13T00:00:00+00:00,9994.00312042867
2023-07-14T00:00:00+00:00,9994.00312042867
2023-07-17T00:00:00+00:00,9994.00312042867
2023-07-18T00:00:00+00:00,9994.00312042867
2023-07-19T00:00:00+00:00,9994.00312042867
2023-07-20T00:00:00+00:00,9994.00312042867
2023-07-21T00:00:00+00:00,9994.00312042867
2023-07-24T00:00:00+00:00,9994.00312042867
2023-07-25T00:00:00+00:00,9994.00312042867
2023-07-26T00:00:00+00:00,9994.00312042867
2023-07-27T00:00:00+00:00,9994.00312042867
2023-07-28T00:00:00+00:00,9994.00312042867
2023-07-31T00:00:00+00:00,9994.00312042867
2023-08-01T00:00:00+00:00,9994.00312042867
2023-08-02T00:00:00+00:00,9994.00312042867
2023-08-03T00:00:00+00:00,9994.00312042867
2023-08-04T00:00:00+00:00,9994.00312042867
2023-08-07T00:00:00+00:00,9994.00312042867
2023-08-08T00:00:00+00:00,9994.00312042867
2023-08-09T00:00:00+00:00,9994.00312042867
2023-08-10T00:00:00+00:00,9994.00312042867
2023-08-11T00:00:00+00:00,9994.00312042867
2023-08-14T00:00:00+00:00,9994.00312042867
2023-08-15T00:00:00+00:00,9994.00312042867
2023-08-16T00:00:00+00:00,9994.00312042867
2023-08-17T00:00:00+00:00,9994.00312042867
2023-08-18T00:00:00+00:00,9994.00312042867
2023-08-21T00:00:00+00:00,9994.00312042867
2023-08-22T00:00:00+00:00,9994.00312042867
2023-08-23T00:00:00+00:00,9994.00312042867
2023-08-24T00:00:00+00:00,9989.808518644073
2023-08-25T00:00:00+00:00,9989.527599327834
2023-08-28T00:00:00+00:00,9989.527599327834
2023-08-29T00:00:00+00:00,9989.527599327834
2023-08-30T00:00:00+00:00,9989.527599327834
2023-08-31T00:00:00+00:00,9989.527599327834
2023-09-01T00:00:00+00:00,9989.527599327834
2023-09-04T00:00:00+00:00,9989.527599327834
2023-09-05T00:00:00+00:00,9989.527599327834
2023-09-06T00:00:00+00:00,9989.527599327834
2023-09-07T00:00:00+00:00,9989.527599327834
2023-09-08T00:00:00+00:00,9989.527599327834
2023-09-11T00:00:00+00:00,9989.527599327834
2023-09-12T00:00:00+00:00,9989.527599327834
2023-09-13T00:00:00+00:00,9989.527599327834
2023-09-14T00:00:00+00:00,9989.527599327834
2023-09-15T00:00:00+00:00,9989.527599327834
2023-09-18T00:00:00+00:00,9989.527599327834
2023-09-19T00:00:00+00:00,9989.527599327834
2023-09-20T00:00:00+00:00,9989.527599327834
2023-09-21T00:00:00+00:00,9989.527599327834
2023-09-22T00:00:00+00:00,9990.336473242953
2023-09-25T00:00:00+00:00,9989.961934225876
2023-09-26T00:00:00+00:00,9990.959150395121
2023-09-27T00:00:00+00:00,9996.60206543264
2023-09-28T00:00:00+00:00,10002.73154307556
2023-09-29T00:00:00+00:00,10002.938502595725
2023-10-02T00:00:00+00:00,10003.416889810309
2023-10-03T00:00:00+00:00,10006.650879803603
2023-10-04T00:00:00+00:00,10004.106829510874
2023-10-05T00:00:00+00:00,10005.106256806554
2023-10-06T00:00:00+00:00,10005.02853221593
2023-10-09T00:00:00+00:00,10005.973268146152
2023-10-10T00:00:00+00:00,10003.471666922767
2023-10-11T00:00:00+00:00,9998.757534375345
2023-10-12T00:00:00+00:00,9992.721263448211
2023-10-13T00:00:00+00:00,9992.433083545973
2023-10-16T00:00:00+00:00,9992.433083545973
2023-10-17T00:00:00+00:00,9992.433083545973
2023-10-18T00:00:00+00:00,9992.433083545973
2023-10-19T00:00:00+00:00,9992.433083545973
2023-10-20T00:00:00+00:00,9992.433083545973
2023-10-23T00:00:00+00:00,9992.433083545973
2023-10-24T00:00:00+00:00,9992.433083545973
2023-10-25T00:00:00+00:00,9992.433083545973
2023-10-26T00:00:00+00:00,9992.433083545973
2023-10-27T00:00:00+00:00,9992.433083545973
2023-10-30T00:00:00+00:00,9992.433083545973
2023-10-31T00:00:00+00:00,9992.433083545973
2023-11-01T00:00:00+00:00,9988.914735717022
2023-11-02T00:00:00+00:00,9988.633184937627
2023-11-03T00:00:00+00:00,9988.633184937627
2023-11-06T00:00:00+00:00,9988.633184937627
2023-11-07T00:00:00+00:00,9988.633184937627
2023-11-08T00:00:00+00:00,9988.633184937627
2023-11-09T00:00:00+00:00,9988.633184937627
2023-11-10T00:00:00+00:00,9988.633184937627
2023-11-13T00:00:00+00:00,9988.633184937627
2023-11-14T00:00:00+00:00,9988.633184937627
2023-11-15T00:00:00+00:00,9988.633184937627
2023-11-16T00:00:00+00:00,9988.633184937627
2023-11-17T00:00:00+00:00,9988.633184937627
2023-11-20T00:00:00+00:00,9988.633184937627
2023-11-21T00:00:00+00:00,9988.633184937627
2023-11-22T00:00:00+00:00,9988.633184937627
2023-11-23T00:00:00+00:00,9988.633184937627
2023-11-24T00:00:00+00:00,9988.633184937627
2023-11-27T00:00:00+00:00,9988.633184937627
2023-11-28T00:00:00+00:00,9988.633184937627
2023-11-29T00:00:00+00:00,9988.633184937627
2023-11-30T00:00:00+00:00,9988.633184937627
2023-12-01T00:00:00+00:00,9988.633184937627
2023-12-04T00:00:00+00:00,9988.633184937627
2023-12-05T00:00:00+00:00,9988.633184937627
2023-12-06T00:00:00+00:00,9988.633184937627
2023-12-07T00:00:00+00:00,9988.633184937627
2023-12-08T00:00:00+00:00,9988.633184937627
2023-12-11T00:00:00+00:00,9988.633184937627
2023-12-12T00:00:00+00:00,9988.633184937627
2023-12-13T00:00:00+00:00,9988.633184937627
2023-12-14T00:00:00+00:00,9988.633184937627
2023-12-15T00:00:00+00:00,9988.633184937627
2023-12-18T00:00:00+00:00,9988.633184937627
2023-12-19T00:00:00+00:00,9988.633184937627
2023-12-20T00:00:00+00:00,9988.633184937627
2023-12-21T00:00:00+00:00,9988.633184937627
2023-12-22T00:00:00+00:00,9988.633184937627
2023-12-25T00:00:00+00:00,9988.633184937627
2023-12-26T00:00:00+00:00,9988.633184937627
2023-12-27T00:00:00+00:00,9988.633184937627
2023-12-28T00:00:00+00:00,9988.633184937627
2023-12-29T00:00:00+00:00,9993.02367657263
2024-01-01T00:00:00+00:00,9990.230109962358
2024-01-02T00:00:00+00:00,9987.697607268583
2024-01-03T00:00:00+00:00,9991.517023444829
2024-01-04T00:00:00+00:00,9990.96677678745
2024-01-05T00:00:00+00:00,9995.02831750871
2024-01-08T00:00:00+00:00,9993.741812525897
2024-01-09T00:00:00+00:00,9997.993309362038
2024-01-10T00:00:00+00:00,9998.380554060888
2024-01-11T00:00:00+00:00,9999.142558730768
2024-01-12T00:00:00+00:00,10003.802192561123
2024-01-15T00:00:00+00:00,10002.718373456812
2024-01-16T00:00:00+00:00,9999.917188279313
2024-01-17T00:00:00+00:00,9998.591316390604
2024-01-18T00:00:00+00:00,9999.928356153463
2024-01-19T00:00:00+00:00,9995.325828904715
2024-01-22T00:00:00+00:00,9997.190972806886
2024-01-23T00:00:00+00:00,9995.613831671866
2024-01-24T00:00:00+00:00,9998.984076709967
2024-01-25T00:00:00+00:00,9991.997519897695
2024-01-26T00:00:00+00:00,9991.709194840916
2024-01-29T00:00:00+00:00,9991.709194840916
2024-01-30T00:00:00+00:00,9991.709194840916
2024-01-31T00:00:00+00:00,9991.709194840916
2024-02-01T00:00:00+00:00,9991.709194840916
2024-02-02T00:00:00+00:00,9991.709194840916
2024-02-05T00:00:00+00:00,9991.709194840916
2024-02-06T00:00:00+00:00,9991.709194840916
2024-02-07T00:00:00+00:00,9991.709194840916
2024-02-08T00:00:00+00:00,9991.709194840916
2024-02-09T00:00:00+00:00,9991.709194840916
2024-02-12T00:00:00+00:00,9991.709194840916
2024-02-13T00:00:00+00:00,9991.709194840916
2024-02-14T00:00:00+00:00,9991.709194840916
2024-02-15T00:00:00+00:00,9991.709194840916
2024-02-16T00:00:00+00:00,9991.1765265053
2024-02-19T00:00:00+00:00,9990.30416632856
2024-02-20T00:00:00+00:00,9988.174867226826
2024-02-21T00:00:00+00:00,9985.283848886016
2024-02-22T00:00:00+00:00,9981.837948741748
2024-02-23T00:00:00+00:00,9981.562771512085
2024-02-26T00:00:00+00:00,9981.562771512085
2024-02-27T00:00:00+00:00,9981.562771512085
2024-02-28T00:00:00+00:00,9981.562771512085
2024-02-29T00:00:00+00:00,9981.562771512085
2024-03-01T00:00:00+00:00,9981.562771512085
2024-03-04T00:00:00+00:00,9981.562771512085
2024-03-05T00:00:00+00:00,9981.562771512085
2024-03-06T00:00:00+00:00,9981.562771512085
2024-03-07T00:00:00+00:00,9981.562771512085
2024-03-08T00:00:00+00:00,9981.562771512085
2024-03-11T00:00:00+00:00,9981.562771512085
2024-03-12T00:00:00+00:00,9981.562771512085
2024-03-13T00:00:00+00:00,9981.562771512085
2024-03-14T00:00:00+00:00,9981.562771512085
